@relation corpus_tweets_t1 
@attribute text string 
@attribute classe {+,-,=}
@data
"À la fin de la dernière décennie, les partisans de la théorie du réchauffement climatique affirmaient qu'on ne... http://t.co/1dvgyjeTML", =
"@rosesouslapluie @jpr0732 @marclahen 2/2  Lien pour preuve http://t.co/AKROJSFkku ; voilà...", =
"Bonne nouvelle la commission développement durable au Sénat bientôt présidée par un parlementaire #UDI. Bravo à @HMaurey pour sa désignation", +
"https://t.co/Vm48aZLHSK Rien que son timbre de voix me donne envie d'aller tuer des espèces protégées et d'acheter un hummer", -
"Changement climatique et maladies infectieuses, une relation compliquée http://t.co/wBfSwfew2P", -
"Scandale des éoliennes : corruption des élus et conflits d'intérêts http://t.co/178GLDmrGa", -
"Tsss, tsss, tsss cette manie écologique d'aimer les éoliennes chez les autres... @eric_fallourd @ActusPolitiques", +
"@lamzone @Cece_Lamar Lol. Beach soccer et activites ecologiques lol.", =
"#ecologie Développement durable: Une comptabilité environnementale en gestation http://t.co/RjxxTQakwv", +
"L'acidification des océans a augmenté d'environ 26% http://t.co/IoWehkjyjm http://t.co/Poiv8tKd11", -
"@eric_fallourd À lui tout seul @JulienAubert84 #UMP ferait tourner plusieurs éoliennes, tellement il brasse de l'air depuis 3 jours... ;-(", =
"C’est une première : des scientifiques élaborent une cellule solaire qui stocke sa propre énergie http://t.co/ybaBmU2uZC", +
"50% d’énergie renouvelable en 2020 : un objectif difficile à tenir en Polynésie http://t.co/CL2JpiWcJe", -
"Le réchauffement climatique favorise l’envahissement du continent par des espèces prédatrices de crabes. http://t.co/qCt1BukXuS", +
"#PLTECV RT @FdeRugy: @eric_fallourd À lui tt seul @JulienAubert84 ferait tourner plusieurs éoliennes, tellement il brasse de l'air depuis 3j", -
"Energie durable : Gazpar : Dploiement du projet de compteurs communicants en gaz naturel http://t.co/5E7xhzOALB", +
"Actus énergie : Runion des ministres europens des Transports http://t.co/f3ixpplYf8", =
"Le changement climatique c'est aussi pouvoir manger des tomates du jardin au mois d'octobre /-) [Flickr] http://t.co/Su4toV8VWR", =
"Le manchot empereur victime du réchauffement climatique http://t.co/EvN4xqGEnx", -
"Le manchot empereur victime du réchauffement climatique http://t.co/EvN4xqGEnx", -
"08 oct 2014 20:54 Le réchauffement climatique semble se ralentir - 7 sur 7 / AFP http://t.co/TtFMS47A33", +
"Discussion autour de l'écusson du Klan du #Loups http://t.co/DCfUcuz1up #ecologie #environnement", =
"La France a "besoin" du Canada contre le réchauffement climatique - Sciences et Avenir http://t.co/B9PX8EweXf", +
"Inquiétant  ↪"@Slatefr: Actuellement, la neige est noire au Groenland. Et c’est inquiétant http://t.co/pVjz4kSMnM http://t.co/h82AH0fuDP"", -
"Harper et les gaz à effet de serre... #Harper #Environnement #Sablesbitumineux #Désastre #Polcan http://t.co/TwVFbGNeiq", =
"RT @startupcoach: Réflexions sur l’écosystème des startups technologiques de montréal http://t.co/3fMKnVfopH par @sebprovencher", =
"Une vérité qui dérange - Le Réchauffement du climat expliqué aux enfants - http://t.co/1hbAgH1S6j http://t.co/uGLjlzJWZy via @notreplanete", -
"RT @SimonTresim37: Harper et les gaz à effet de serre... #Harper #Environnement #Sablesbitumineux #Désastre #Polcan http://t.co/jRWE4dk8R2", =
"Si on constate le nombre de gens intéressés par le réchauffement climatique ... On comprend pourquoi la situation devient critique ...", +
"Slovénie - sur les traces de l'ours brun - Tourisme tel que les écologistes le conçoive pour les Pyrénées avec... http://t.co/Deij3Eh4NL", +
"#ecologie Des entreprises au développement durable http://t.co/jMESMtoDJn", =
"Sciences : le manchot empereur victime du réchauffement climatique : Ma planète http://t.co/2wksAYxx1L", -
"Environnement : Conclave à Marrakech sur le changement climatique – LE MATIN.ma http://t.co/McvAkx7aey", =
"Réchauffement climatique: de plus en plus d’inondations aux USA d’ici 15 ans – RTL info http://t.co/qgnjddXTgH http://t.co/VrIgnXudNt", =
"Acidification des océans : l’autre mauvais effet du réchauffement climatique http://t.co/zyVBK5guyh http://t.co/3rEzlTA4sM", -
"Modification du programme d’appui de la réponse au changement climatique — Vietnam+ (Vi etnamPlus) http://t.co/fCu6G5JG7C", =
"Changement climatique : et à la fin il ne restera que les femmes – Terra eco http://t.co/bSr7DIaJVm http://t.co/ggxTlT8J0Y", =
"Fête de l’Energie (9-12 octobre) en Languedoc-Roussillon : le programme | @scoopit via @COM_ON_LIGHT http://t.co/sWwI9d8wh9", =
"Le changement climatique pourrait favoriser le développement du plancton de petite taille en Méditer... | @scoopit http://t.co/OVgWnECVi4", +
"La neige noire, nouveau témoin du #réchauffementclimatique http://t.co/31HhQ35Rrg via @FRANCE24 #environnement #planèteendanger", -
"@SNCFvamtuer le changement climatique perturbe le bon fonctionnement de notre système pileux... Pas pratique 😁😄", -
"La France va accueillir son plus gros parc #éolien terrestre | @LesEchos #énergie http://t.co/efP36qjsUk", +
"Société: Le plus grand ecosystème du monde au plus mal: « Les systèmes océaniques courent à leur perte. L'anar... http://t.co/zndAh4MVtd", -
"#Acidification des #océans : + 26% par rapport à l'ère pré-industrielle | #climat #Biodiversité @srotillon http://t.co/qAY8p22D0j", -
"La Grande Bretagne veut alimenter tous les foyers en énergies renouvelables avec 7000 éoliennes http://t.co/ViNbbyyg0f", +
"Sans lutte contre le réchauffement climatique, la pollution deviendra indestructible - Environnement http://t.co/1lsonzxfAS", +
"Dans Interstellar, Matthew McConaughey vit dans futur proche où l'espèce humaine est menacée d'extinction. Il ne... http://t.co/xMJ06DOMlW", -
"“ Un vautour royal, espèce menacée originaire d'Amérique centrale et du sud, au zoo de LA http://t.co/Qxb6mwTLd3”  Il a l'air un peu con...", -
"L'acidification des océans met en danger les espèces marines - France info | @scoopit http://t.co/vyZFEmUBqT", -
"DIRECT : face-à-face entre Yannick Blanc, le Préfet de Vaucluse et Olivier Florens, le conseiller général écologiste à partir de 7h40.", =
"C'est l'ère glacière ici , mais nous on le veux le réchauffement climatique ptn", +
""L’Espagnol Cañete est un peu au développement durable ce que Coca Cola est au commerce équitable." via @agoravox http://t.co/ANdhAQGijB", =
"@Macaron_1971 Je crois que c'est une vraie politique environnementale ainsi que des structures écologiques qui changeraient plus la donne...", +
"#Conférence : #Ecosystème du #tourisme s'inscrire > http://t.co/rfMb1MsZJK ac @LaurentQueige cc @AIDA_IREST @MichelTIARD #France #evenement", =
"Biocarburant : inauguration de la plateforme technologique de prétraitement de la biomasse Syndièse (BtS)  http://t.co/KzERZxAHVy", +
"DIRECT et livetweet : Yannick Blanc, le Préfet de Vaucluse et Olivier Florens, le conseiller général écologiste à partir de 7h40.", =
"Deux invités : Yannick Blanc, préfet de Vaucluse et Olivier Florens, conseiller général écologiste.", =
"“@afpfr Un vautour royal, espèce menacée originaire d'Amérique centrale et du sud, au zoo de Los Angeles http://t.co/HpOUZmoLsq” Non, rien", -
"Région @RhoneAlpes, la R&D politico-économique et l' #écosystème #innovation http://t.co/5iLwC0OZZ9 #Lyon #Grenoble #Minatec #CEA", =
"Les banques s'invitent dans l'écosystème du « crowdfunding » - Les Échos http://t.co/v0V7SS0ObO", +
"RT @NouvelleDonne47: Nouveau record de concentration des gaz à effet de serre en 2013 via @nereaustephane http://t.co/Z2XQ54dK1u", =
"Yannick Blanc, le Préfet de Vaucluse et Olivier Florens, le conseiller général écologiste restent en studio jusqu'à 8h30.", =
"Yannick Blanc, le Préfet de Vaucluse et Olivier Florens, le conseiller général écologiste restent en studio jusqu'à 8h30.", =
"Culture : Un ouvrage culturel d’envergure au service du développement durable http://t.co/UciHCkCkbR", =
"@delphinebatho veut ÊTRE la caution écologiste de la gauche. J'ai fait une fausse route (au café). Et vous aussi je crois. #insoumise", -
"#ojeu #award Lens:'Sotrenor' Services de traitement et d'élimination des… Traitement des déchets ménagers spéciaux i… http://t.co/a9fXh6fgI3", =
"Togo: l'ARSE lance un projet pilote dans les énergies renouvelables - http://t.co/PSy9UwPGJK #ENR http://t.co/HbM0HVayDN", +
"je lis Brest parie sur les énergies marines renouvelables http://t.co/Vvp3FmMnEg", =
"Réchauffement climatique, les consommations d’énergie du bâti sont similaires pour les villes amples et compactes http://t.co/3yvDkqUPET", +
"Effrayant “@Slatefr: Actuellement, la neige est noire au Groenland. Et c’est inquiétant http://t.co/22nejTnTJb http://t.co/PswK6uvYAU”", -
"La neige noire du Groenland est alarmante...  http://t.co/BkP4CgrZgE", -
"Et bonne journée RT @Slatefr Actuellement la neige est noire au Groenland. Et c’est inquiétant http://t.co/nRqrvDyzuF http://t.co/Zi9ydBSl3W", -
"Dossier du gaz de schiste : avec Yannick Blanc, préfet de Vaucluse et Olivier Florens, conseiller général écologiste.", =
"En voilà une qui devra faire jubiler les écologistes et tirer de leur torpeur les Verts. L’utilis... http://t.co/8de2y59JDo #madagascar", +
"ouhla RT @Slatefr: Actuellement, la neige est noire au Groenland. Et c’est inquiétant http://t.co/8Ud5AiDxKf http://t.co/lZ56IXwLjS", -
"Les banques s'invitent dans l'écosystème du « crowdfunding » | @scoopit http://t.co/bB8tun0vK0", +
"#Ambassades @FranceScience: RT @JeremyBouchez: L'écologiste Nicolas Hulot en croisade au Canada… http://t.co/jiIZbmyVog", =
".@RoyalSegolene Les États Unis reviennent sur ce pseudo eldorado qu'était le gaz de schiste : gaz à effet de serre, friche industrielle etc", =
"" La pression sur " l' #écosystème est terrible.." #Mélenchon #franceinter", -
"@agave_et_cactus: construction, Transition énergétique. Développement durable, Économie. par ici la monnaie! http://t.co/iT5E9B68bl", +
"Groenland : pourquoi la «neige noire» doit nous alarmer http://t.co/kUbTyzxs1T http://t.co/YyeeWbNmCW  @QuentinFaure #planete", -
"Impliquer les jeunes et les expérimentés créoles dans l'énergie renouvelable permettrais de résoudre nombreux problèmes réunionnais #RUN", +
"Il applique le crowdfunding au développement du... | @scoopit via @smfnunes http://t.co/Nna6zYWiXo", +
"#Sénat : la corbeille des mariés centristes bien remplie #UDI #MoDem via @publicsenat : http://t.co/pDaEx3CBky cc @UDIUC", -
"Journal public du MOOC collaboratif portant sur les Ressources éducatives libres (RÉL):... | @scoopit via @F_Innov http://t.co/EY5ND3y5vh", +
"Le Mandat - Déchets toxiques: Une mission chez Trafigura #imatin #civ http://t.co/yXytiGSs7n", =
"Google grimpe sur un dromadaire pour prendre de... http://t.co/mG0uiLma02", =
""Luberon : des élus écologistes dénoncent un projet de prospection d'hydrocarbures" http://t.co/dYotI4pRoQ", +
"Ingénieur Environnement - Energies Renouvelables #nimes #emploi  http://t.co/aAtYSUqPQL'", =
"Formation sur L'approche de genre dans le développement durable et la solidarité internationale http://t.co/kZLGu5uUSO #genre", =
"Laboratoire culture et développement durable http://t.co/UmZ1zd7jMo Espace mutualisé de ressources et d’initiatives afin d’accompagner ...", =
"RT Actuellement, la neige est noire au Groenland. Et c’est inquiétant http://t.co/DVVL1PWqAo via @Slatefr", -
"L'Ecosse produit 46,5% de son energie via #EnR. Elle vise 50% en 2020, en partie grâce aux #EMR - http://t.co/VbFej5bOO6 via @bfmbusiness", +
""L'ÉNERGIE ÉOLIENNE : LA GRANDE ARNAQUE" https://t.co/Vjqp15pdqU", -
"A l'échelle du globe, le coût des énergies renouvelables concurrence les énergies fossiles http://t.co/IKctqtPdTx", =
"Salon de l'auto Le petit modèle sobre carburant aux énergies vertes n'est pas le top des ventes #pollution#gaspillage http://t.co/r8JA6Ra3NU", -
"l'Arctique se réchauffe,les forêts s'embrasent à des rythmes jamais vus lors de ces 10.000 dernières année | Slate.fr http://t.co/VHrUTQWUYk", =
"Voiture avec autocollants « non au nucléaire » et « énergie renouvelable, bien sûr », qui roule au pétrole... Un peu de cohérence, les gens!", -
"RT @limportant_fr: Imprimante 3D écolo : des objets en sable créés grâce à l’énergie solaire http://t.co/HhDPiUldYp", +
"#Méditerranée : bientôt des #éoliennes flottantes en mer ! http://t.co/O5k725uGMg", =
"La France est moteur et en avance sur l'économie collaborative ... Un écosystème propice au développement #ET10", +
"@aolbrechts @hugues @fontanaophelie j'entends par là que si un jour il vient avec des arguments écologiques à 2 ronds sur l'automobile... ;)", =
"2 puits géothermiques pour chauffer 5000 logements dans la Marne http://t.co/EwOfpbiaGy http://t.co/cYCzFNYvhh", =
"À Londres, les cabines téléphoniques deviennent des points de rechargement de mobile fonctionnant à l'énergie solaire http://t.co/5vKaUBa9OK", +
"Projet d'électrification de 105 chefs-lieux d'arrondissement initié avc appui #UEMOA: 40 milliards #énergies renouvelables Gvt #Benin", =
"Twelcome Carine Serreli bravo de vous intéresser au #BioMethane, l'énergie verte stockable et locale ! http://t.co/dJqBKpdUwA", +
"Un agro-écosystème doit être un sujet d'étude mais surtout un objet de conception #créativité http://t.co/qHfCXMOTpZ #écosystème", =
"#HUBFORUM l'argent n'est pas tout: le + important pour la réussite de l'entrepreneur>l'accompagnement au travers d'un ecosysteme de "coachs"", +
"Changement climatique : l’acidification des océans s’accélère – Actu environnement http://t.co/ZWjbewlnBj", -
"#Méditerranée : bientôt des #éoliennes flottantes en #mer ! http://t.co/cAVNxfVDWf #environnement #mistral", =
"M.Planchou réaffirme le soutien de @iledefrance aux pôles et notamment au @Pole_Systematic : un écosystème riche et puissant !", +
"Ekodev, agence conseil et services en développement durable http://t.co/YHoD4XeGt0", =
"De la thalassothermie pour produire de l #énergie #renouvelable à Marseille en 2016 http://t.co/mnX0UFj8ab http://t.co/vnvWpp60yy", +
"Energies vertes : l’Etat finalise le nouveau système de soutien http://t.co/4JMvH462Zt via @LesEchos", +
"Les réseaux écologiques ds les documents de planification : conf d'Erik Zachariassen le 20/10 à #Lorient 14h30-17h30 http://t.co/x5jP1hUzjU", =
"Les dynamiques locales dans le logement social de 1999 à 2011 : l'effet de la loi SRU: La répartition de l'off... http://t.co/cLZ5MzxHSB", =
"Pour échanger entre entrepreneurs Lyon French Tech c'est par ici : Groupe Facebook de l'écosystème -> https://t.co/IkBWpe8xKE", =
"Actus Mer/Sea News: Changement climatique : l'acidification des océans s'accélère - actu-environnement http://t.co/pIc7jAPBUf", -
"Idée reçue 2 : c'est seulement de la R&D? Le @Pole_Systematic réunit un écosystème qui permet d'aider les entreprises à croitre !", +
"Peut être le début d'une boucle de réactions en cascade liée au réchauffement climatique. C'est rassurant. http://t.co/CqZFaouusc", +
"Visite de installation solaire thermique à concentration de Torresol Énergie , la plus grande du monde pour ce... http://t.co/2PC3izEkOQ", +
"[Infographie] Les perspectives du #RTB : croissance de 51% entre 2012 et 2017 pour le Real Time Bidding,: http://t.co/KnzYk1o6Kt #marketing", +
"[Lorraine (Développement Durable)] Le retour de la bicyclette : une histoire des… http://t.co/95nwoxcpz7", =
"Rencontres Régionales du Carbone en Sud-Ouest ' Bilans de Gaz à Effet de Serre : plus fort avec un plan d'action ! ' http://t.co/y1BUGIPDhf", =
"Elus, professionnels, associations…Retrouvez les débats des 6e assises nationales de l'Accessibilité http://t.co/CSPmCVP9Eq #accessibleatous", =
"Les vêtements passent en mode recyclage #abonnés  http://t.co/WgCGr10KTX http://t.co/xI5rtf4biq", =
"#Méditerranée : bientôt des éoliennes flottantes en mer ! ►► http://t.co/Lp8vssavCK #eolien", =
"Changement climatique : Évaluation de stratégies d’adaptation de la ville #immobilier http://t.co/QCWlnwXlDg", =
"Des experts proposent un marché transnational du #carbone pour résoudre le défi climatique | EurActiv.fr http://t.co/IBtrF2uDWB", =
"Villes résilientes : premiers enseignements tirés d’une synthèse bibliographique http://t.co/K8jM9S8Ycg", =
"Géothermie dans une ancienne mine de fer http://t.co/T03BmONy84", =
"@glegras De toute façon on est perdus. Faut tout faire sauter. http://t.co/dzsJXJPy1Y", -
"Lancement du Prix de l’innovation et du #DeveloppementDurable de la #SecuriteSociale 2015. Ouverture des candidatures http://t.co/UWpu4KlVYb", +
"L’énergie solaire progresse à pas de géant http://t.co/OKrUlCJL0t via @futuremagfr #solaire #énergie #photovoltaïque", +
"@PafPastek réchauffement climatique. Tu devrais essayer de t'enduire d'une couche de Nutella® pour te protéger comme en Afrique", -
"@Blezno sûrement des écologistes !! (😸🙀)", =
"Des #inondations de plus en plus fréquentes aux Etats-Unis http://t.co/Yj6YtBSrlY #planète #climat", =
"S'il faut donner un chiffre..."1000 Mds$/an d'ici la fin du siècle", le coût de #acidification #Oceans @Actuenviro http://t.co/cPCc4n0Ziq", -
"L'acidification des #océans ? Trop abstrait pour intéresser le public. Dommage, C dans les mers que se joue l'avenir. http://t.co/XO8wMIhLiw", -
"#logement #senior Archos Smart Home : Un écosystème qui permet de connecter la maison en toute facilité http://t.co/m1oU5nRxjh", +
"La bonne nouvelle pour commencer la journée :  http://t.co/dzsJXJPy1Y #RéchauffementClimatique", +
"L’examen technique du barrage hydroélectrique de Sarrans touche à sa fin http://t.co/EiLRCAe3pT", =
"Le mensuel écologiste français @terraeco, menacé de disparition, lance un appel aux dons. #presse #diversité http://t.co/TU8lg7bTxk", -
"Dour - Quiévrain - Hensies: les éoliennes en sourdine http://t.co/x3KUtActeJ", +
"#60solutions face au changement climatique, en 4 chapitres http://t.co/mvnJHddfGs  @GoodPlanet_ @Yann_A_B #Climate14 http://t.co/Gp46imhNx7", +
"Centre de traitement des déchets : l’absence de permis sans incidence sur la légalité de l’autorisat° d’exploitat° »http://t.co/McK7KqYWto", =
"Changement climatique : l'acidification des océans s'accélère  http://t.co/MwchI3n5i8", -
"1 GW d'éoliennes nécessite environ 11000 tu de matériaux polymeres selon Arkema #jah2014", =
"@TourTT @SoLozère #TourTT #Lozère #télétravail Table ronde :  #numérique, #ruralité, #écosystème. http://t.co/keW39zor5D", =
"@DelphineLaNuit C'est le contraire. http://t.co/n1TWw9MC3u", -
"4eme Conférence internationale sur le changement climatique et le développement http://t.co/biVoGZVlLj", =
"Y'a Ebola qui débarque bientôt.  Par contre le réchauffement climatique qui est là depuis des années, bah.. ranafoutre quoi.", -
"La, on a juste la fin "du dossier Grand Stade"... Avant ça on a eu les déplacements d’espèces protégées, les... http://t.co/356Q8Sr127", +
"@Zeukat Pour info, je pense que le réchauffement climatique n'existe pas. Le climat se dérègle, mais il ne se réchauffe pas", -
"Bienvenue @Vero_Bulle : elle recherche un emploi en développement durable #DD et #Communication Responsable. Contactez-là ou RT !", =
"#Réchauffement Climatique : l'importance des #Big Data http://t.co/YZGhQdHfWc", =
"Dramatique.  "@Slatefr: Actuellement, la neige est noire au Groenland. Et c’est inquiétant http://t.co/hFMqjtVgF2 http://t.co/ohGOslOwAQ"", -
"@Zeukat Pour moi, le réchauffement climatique, c'est la généralisation de problèmes locaux.", -
"@Slashgear_ @Zeukat Le réchauffement climatique est un dérèglement. *part en jetpack*", =
"Un projet de centrale solaire est en gestation à Lavaveix. http://t.co/mOvZ3HnxGa", =
"La #forêt française se met à la disposition de la #transition énergétique @Euractiv_FR http://t.co/ASCZSF1ZrE #DD", +
"En consultation : la modification des prescriptions générales applicables aux #éoliennes http://t.co/tlLRmli6XG", =
"Réchauffement climatique  = Pourquoi la «neige noire» du Groenland doit nous alarmer http://t.co/39dqiFtdqV via @slatefr", -
"O. M'étais, prof. @Ense3, titulaire chaire @AlstomFrance Hydro'like  #inauguration  #hydroelectricite http://t.co/r4J85KfHNk", =
"Proposition de loi du sénateur écologiste André Gattolin pour supprimer la #publicité dans les programmes jeunesse des chaînes publiques.", =
"Changement climatique : l'acidification des océans s'accélère : http://t.co/6a3OFLKyK9", -
"#Planète. Pourquoi la «neige noire» du Groenland doit nous alarmer http://t.co/l9XGqfPan7  #Nature #pollution", -
"#photovoltaïque : une des solutions pour adapter la ville au changement climatique http://t.co/SBvVjnKdVg", +
"L'énergie solaire: une solution verte à vos promotions http://t.co/pxT0iT5dY9 #SortirDuLot http://t.co/1nK1chEVzu", +
""@GrenobleINP: O. M'étais, prof. @Ense3, titulaire chaire @AlstomFrance Hydro'like  #inauguration  #hydroelectricite http://t.co/LNCd1rAiIQ"", =
"25 idées de cadeaux de naissance pour #bébé #bio et écologiques : http://t.co/8Z6rY462hM cc @bioaddict  #écolo #green #actualités #famille", =
"[#CLIMAT] Le #manchot empereur victime du réchauffement climatique http://t.co/IA8yH6R7n2 par @CathyLafon1 http://t.co/9VqnC5YIDi", -
"RT @NaturActu: Projet de loi à l'Assembl ée, le volet économie circulaire est adopt é  http://t.co/lUPMwgdid1", =
"Aspect social du #developpementdurable (besoins humains) http://t.co/WUtRAZs0pg vidéo by http://t.co/CoN1uEjkh2 via @scoopit by @florechem", =
"Le décryptage du système Rifkin vu par Mediapart (article offert) http://t.co/yK4eZznGUL via @scoopit from @arpemp @florechem", =
"Développement durable : 20 ans après le Caire, l'ONU réaffirme le rôle central des gens  http://t.co/LUelHU4flR #ecologie Mediaterre", +
"Burkina Faso - Burkina/Taïwan: 20 ans de combat pour le défi d’un développement durable http://t.co/8vpZbcXQ6H", +
"Place aux votes ! @amisdelaterre  : Les #PrixPinocchio2014 du développement durable http://t.co/DTLspSUMAx", =
"@Crowd2Win Art. positif mais titre ambigu ;)  "Les retombées fiscales des éoliennes vecteur du développement local " c'est mieux non?", +
"#Changement #climatique : l #acidification des océans s'accélère | @Actuenviro http://t.co/99ilJMJzQE", -
"Une éolienne qui n'a pas besoin de... vent | #innovation #énergie #DD via @novae @bizinnov http://t.co/bYysqszjUT", =
"Grâce au nouveau pack étudiant, #Github souhaite initier les jeunes développeurs à leur écosystème. #Malin le chat! http://t.co/BoNBeHlSOd", +
"Une #centrale de #géothermie marine construite à #Marseille http://t.co/DsAs26uDYw @MeretMarine", +
".@JulieDelPapa @Reporterre Et pourtant il y a urgence http://t.co/dzsJXJPy1Y", -
"Les auto-constructeurs d’éoliennes préparent l’après-apocalypse : http://t.co/iipO1ihh3g http://t.co/sHpltFSOYV v / @WeDemain", =
"#Gazpar : Déploiement du projet de compteurs communicants en #gaz  naturel @ecologiEnergie http://t.co/BQDQfz7ibH", =
"Les dynamiques locales dans le logement social de 1999 à 2011 : l’effet de la loi SRU http://t.co/4lvwmcWKaE #logement #SRU", =
"Ahah, j'adhère carrément aux chroniques écologiques du Professeur Feuillage.", =
"“@FlorianLANNUZEL: Brest parie sur les EMR http://t.co/fSYnKlZS7L #BZH #Bretagne #CleanEnergy #EMR http://t.co/MeGztfBbZ9” cc @Tollemans1", =
"La neige noire au Groenland. Ça craint. via @plcrr http://t.co/N0OOu3TSz0", -
"Présentation du Porte-queue de #Corse (#Papilio hospiton) : http://t.co/SKUntzK7TR", =
"Félicitations à @HMaurey, Sénateur @UDIUC, élu ce matin nouveau Président de la Commission du développement durable du #Sénat ! #directSénat", +
"[Communiqué] Réunion des ministres européens des Transports http://t.co/wQewNBaU2v cc @AVidalies", =
"@OlivierMonod Pyro Green Innovations : un procédé unique en réponse aux défis écologiques et environnementaux ! http://t.co/yTg4bhg0VY", =
"Innovation : une cellule solaire capable de stocker son énergie @erdfofficiel | @scoopit http://t.co/xMJe0y9Guo", +
"Moins médiatisé que le réchauffement climatique, l'acidification des océans représente pourtant un phénomène... http://t.co/k0gxLUYJUH", -
"EPIF 2014, la Foire Internationale sur les produits éco-conçus en Asie certifiée ISO20121   | @scoopit http://t.co/IXgUUTOexi", +
"Actus Mer/Sea News: Via @PlaneteNAUSICAA - Des experts proposent un marché transnational du carbone pour résoudre… http://t.co/hkX4nuzfFS", =
"Acidification des #océans : d’importantes conséquences sur la #biodiversité http://t.co/4cDr87jhfJ via @lemondefr http://t.co/I0ZMmN537F", -
"Modification des prescriptions générales applicables aux éoliennes: 9-30 octobre 2014 http://t.co/ILE0hES4sd", =
"RT @Endemys: Présentation du Porte-queue de #Corse (#Papilio hospiton) : http://t.co/qjUuAB9zM4", =
"Pétrole, gaz naturel et gaz de schiste. http://t.co/H0N81kJxYn", =
"Des #batteries écologiques pour résoudre les problèmes du moment | @scoopit http://t.co/3XLLEX04xF", +
"Réchauffement climatique: injustifiable inertie. Édito @e_fleury @cyblesoleil http://t.co/OyLDexf2GR", -
"Le développement durable : une ressource économique | Canal32 http://t.co/xDJtYmTh6I", =
"Les énergies renouvelables, un espoir pour les générations futures | Le PNUD au Burundi http://t.co/EY9LOFQcPF", +
"20ème conférence des Nations Unies sur le changement climatique : L’AFRIQUE DE L’OUEST SE PRÉPARE À BAMAKO  La... http://t.co/seC0r4cESr", =
"@gourmand27 @Kifferlavie @afpfr la cspe, c'est 6.3%,  qui sert a soutenir les fournisseurs sur les surcouts lié aux énergies renouvelables", +
"Le FRR rejoint les 348 signataires de la déclaration sur le changement climatique. #Paris pluie http://t.co/8pHovwPZpb", =
"[#VotreEnergie] La croissance verte, c'est 100 000 emplois nouveaux ! >> http://t.co/nISOq1ttSp #MondialAuto http://t.co/T5256DOs7t", =
"La rénovation énergétique à l'honneur pour la fête de l'énergie ! http://t.co/wmdNigkjai", +
"Élu président de la commission du développement durable,des infrastructures et de l'aménagement du territoire du sénat .", =
"Cette année, la neige groenlandaise n'est pas simplement un peu sombre. Elle l'est comme jamais. http://t.co/fEKCg41oNk via @Slatefr", -
"Bravo à Hervé Maurey qui vient d'être élu président de la Commission du Sénat en charge du développement durable,... http://t.co/U6eGf2tAX3", +
"Des matériaux de construction à base de plantes, écologiques, renouvelables et biodégradables http://t.co/ISvSEXxKob http://t.co/P6NevNfPhn", =
"Grand Théâtre de Rabat : Un ouvrage culturel d'envergure au service du développement durable: Le Grand Théâtre... http://t.co/vVwCCtRCfc", +
"Inscrire dans la #LoiRoyal la fusion et en général la recherche sur les énergies renouvelables et durables serait un engagement fort!", +
"Le Thomond Park Stadium en Irlande certifié ISO 20121 | @scoopit http://t.co/S1w5mO1Yqr", =
"la neige est noire au Groenland en ce moment, RIP planet earth http://t.co/deKLE2vAwC", -
":-( RT @Slatefr: Actuellement, la neige est noire au Groenland. Et c’est inquiétant http://t.co/01opiKkjy5 http://t.co/RJQuNoYRvx", -
"Analyse du marché et des emplois éoliens en France (étude de France Energie Eolienne, observatoire éo... http://t.co/5zg4W96byG #durable", =
"Dour - Quiévrain - Hensies: les éoliennes en sourdine |#eolien #bruit #enercon http://t.co/kJD0ZlOkUw", =
"Développement durable : 20 ans après le Caire, l'ONU réaffirme le rôle central des gens http://t.co/XCaVGb16F6", +
"Changement climatique : et à la fin il ne restera que les femmes http://t.co/wKOi29xQlo", =
"Méditerranée : bientôt des éoliennes flottantes en mer ! : http://t.co/uJBVvdiW8H", =
"@LpvrB bah conférence sur le développement durable donc je pense", =
"Un autre article paru dans le @Le_Moniteur : la première centrale française de #géothermie marine http://t.co/zqYT8kF4cu", =
"[Communiqué] @RoyalSegolene et @AVidalies ont annoncé la suspension sine die du dispositif de l'écotaxe http://t.co/ytqHFXz67T", -
"Panorama des énergies renouvelables : http://t.co/W59KuK8Y3I", =
"SET UP LIVE, le prestataire événementiel italien certifié ISO20121 | @scoopit http://t.co/oopVORqLZk", =
"Suspension "sine die" du péage de transit redevenu pour l'occasion #ecotaxe. Le communiqué : http://t.co/H4lEeWqjdy #transports #mobilité", -
"Comprendre le changement climatique en 2mn http://t.co/8XvpUNlQi5", +
"#Ecotaxe création d'un "groupe de travail de co-construction d'une solution" http://t.co/HGVlLogwDG La Nov' Langue... http://t.co/rkdziewvYl", =
"Brest parie sur les énergies marines renouvelables http://t.co/Xbe5pFdE6t via @LesEchos", =
"@AbbeGrosdard Je suis allé vérifier et finalement je ne m'étais pas trompé, elle est bien à l'écologie. http://t.co/2m6FrvIP3H", =
"Le réchauffement ou changement climatique par l'effet de serre et piège ...: http://t.co/I8N0yv6zmz via @YouTube", =
"@Me_Almighty_Me c'est dingue le changement climatique quand même", -
"#Environnement ► Méditerranée : bientôt des éoliennes flottantes en mer !: D’ici 2015, deux pr... http://t.co/LhywtjfQYO ◄#DevDurable", =
"@RoyalSegolene @AVidalies Réunion péage de transit (via @ecologiEnergie) http://t.co/GbxNYCEjAC", =
