@relation corpus_tweets_t1 
@attribute text string 
@attribute polarity {+,-,=}
@data
"70 organisations, ©fense consommateurs, environnementalistes, agricoles, entreprises ecrit .. <url>", =
"fromage francais, espemenace- <url> #agroalimentaire #patrimoine", -
"expat francaise manque fromage : fromage, espemenace<url> <url>", -
"<utilisateur> excellente journe„ÉÑ #energie #renouvelable", +
"nouveauteannuaire environnement terre lr: <url> #eolien #energies renouvelables #montpellier", =
"etape prometteuse Äôenergie solaire a heure : <url>", +
"#courrierinter patrimoine ‚Ä¢ fromage, espemenace<url>", -
"batteries ecologiques a base luzerne ©pin <url>", =
"rtflash : matiere a panneaux solaires auto-refroidissants  chercheurs prestigieuse unive... <url>", =
"fromage espemenace normes  ©tit ©ants iaa bousculent tradition fromage lait cru <url>", -
"[#loiroyal] solaire: energie appre©francais <utilisateur> #votreenergie #photovoltaique <url>", +
"#climat schwarzenegger (#r20) reca  <utilisateur> <url>", =
"#chien survit miraculeusement a tentative #euthanasie !  <url>", =
"#fromage, espemenace<url> <utilisateur>", -
"banques invitent ecosyste¬´¬†crowdfunding¬†¬ª <url>", +
"ecologiste #nicolashulot croisade canada : <url> <url>", =
"banques invitent ecosyste¬´ #crowdfunding ¬ª <url> <utilisateur>", +
"#urbanisme #amenagement strategie adaptation changement climatique anticiper demande producti... <url>", =
"ville #oiapoque #bresil connecte¢a Äôhydroelectricite <url>", =
"<utilisateur>: ecologiste #nicolashulot croisade canada : <url>  tjrs sponsorise rhopoulenc ? :-p", =
"strategie adaptation changement climatique anticiper demande production energetique <url>", +
"#actualite #apple #drm #ecosyste#filiere ans ® retour polemiques drm <url>", -
"#banques Äôinvitent Äôecosyste#crowdfunding . <url> <utilisateur>", +
"snif: fromage, espemenace<url> <utilisateur>", -
"panneaux solaires cabines ©©phoniques londonienne, aime initiative #green! <url> #dd", +
"¥Äôivoire / conflits, pauvrete changement climatique : ©fis persistants Äôatteinte omd ®Ä¶ <url>", +
"©ziers, capitale ©gionale eolien association france energie eolienne lettre <utilisateur> <utilisateur>", =
"#energie rt <utilisateur>: videeco-©tiers : technico-commercial ( energies renouvelables <url> - 100 ©tiers lr", =
"relations sexuelles produisent pollution. ecologiques. Äôerection, Äô©veloppement durable !", =
"rt <utilisateur> banques Äôinvitent Äôecosyste¬´‚Äâcrowdfunding‚Äâ¬ª  <url>  <utilisateur>", +
"fromage, espemenace normes europeennes Äô©tit ©ants Äôagroalimentaire bousculent .. <url>", -
"cellule #solaire capable #stocker #energie ! - <url> <url>", +
"jeu  ÄôÄôpatrimoine culturel francais liberte choix .. <url>", =
"<utilisateur> ecosyste? masturbez vocabulaire, †, ™..", -
"samedi ! lien ©tition... <url>", =
"<utilisateur> <utilisateur> #energie #eolienne : adhere !", +
"mexique : âvolte morts suspectes champs √âoliennes (+ vide12'15) : temps .. <url>", -
"rt <utilisateur>: banques invitent ecosyste¬´ crowdfunding ¬ª <url>", +
"banques invitent ecosystecrowdfunding  <utilisateur> <utilisateur> <url>", +
"<utilisateur> <utilisateur> <utilisateur> <utilisateur> <utilisateur> tweet special transition energetique, bonne journe:)", +
"nosfromages meurent <url>", -
"#bure #biocarburant projet #syndieofficiellement lance. ©cit inauguration <utilisateur> #jhm", +
"strategie adaptation changement climatique anticiper demande production energetique: pro... <url>", +
"#chamalieres banques invitent ecosyste¬´‚Äâcrowdfunding‚Äâ¬ª: banques veulent tirer parti ... <url>", +
"banques Äôinvitent Äôecosyste¬´‚Äâcrowdfunding‚Äâ¬ª savoir <url>", +
"village landais bientochauffe carottes <url>", =
"vrais #fromages, espemenacefrance ! cause : #agrobusiness <url> <utilisateur>", -
"economiques ecologiques. voir scheexplicatif joint: <url>", =
"batteries ecologiques ©soudre problemoment #innovation #ecologie <url> <utilisateur>", +
"©tit ©ants Äôagroalimentaire normes europeennes : fromage, espemenace<url>", -
"#veracruz <utilisateur> <utilisateur> demandent 1 politique #transportsencommun #modesactifs a #toulouse <url>", =
"scandale eoliennes : corruption elus conflits Äôinte™ts: elus trenombreux a voter Äôimp... <url>", -
"force  cfini arriver ‚Äúbanques invitent ecosyste¬´ crowdfunding ¬ª <url>", +
"#recherche : scientifiques elaborent cellule #solaire stocke propre energie | <url> <utilisateur>", +
"#eoliennes terrestres:10 ans, passe 300 kw a turbines 3 mw <url> #colloqueser", =
"#patrimoine ‚Ä¢ #fromage, espe#menace<url> <utilisateur>", -
"banques Äôinvitent Äôecosyste¬´‚Äâcrowdfunding‚Äâ¬ª | <utilisateur> <url>", +
"#panneaux solaires auto-refroidissants | <utilisateur> <url>", =
"scandale #eoliennes : #corruption #elus conflits Äôinte™ts <url> #nosbreves", -
"rt petit papier <utilisateur> !  <url> !  soutenons actions homophobie <url>", +
"verbund quitte marche francais vendant centrales electriques a kkr <url> #energie", -
"changement climatique : jeunes climates impliquent | <utilisateur> <url>", +
"ecobole, plateforme crowdfunding ©dieprojets ecologiques ©marches eco-responsables <url> <utilisateur>", +
"#mexique : ©volte morts suspectes champs #eoliennes mexicains <url> <utilisateur>", -
"rencontres internationales vehicules ecologiques 2014. #rive #gpl #gnv #e85 #<url>", =
"energie solaire <nombre> dh noor ii - √âconomiste <url> #solaire", =
"publie 7 octobre, panorama energies renouvelables 1er semestre 2014 (ser, rte, erdf, adeef) <url>", =
"batteries ecologiques ©soudre problemoment : <url>", +
"investissement citoyen energies renouvelables, createur emplois ©fenseur climat  <utilisateur> <url>", +
"union europeenne (©ants agroalimentaire) veulent ™priver fromage !  <url>", -
"#rencnum #bib bib lieu pr animer 1 ecosysteactions ©diation culturelle, devient 1 bib creative", =
"bilan #enr <utilisateur> montre croissance puissance installesoutenue dernieres anne<url>", +
"<utilisateur> : Äôenergie eolienne, grande escroquerie ! #eelv <utilisateur> <utilisateur>  <url> <url>", -
"actus mer/sea news: ¬´©duses signe mauvaise sante Äôecosysteª - 20minutes.fr <url>", -
"©gulateur #energie wallon publie primes qualiwatt installations #photovolta√Øques <10 kw  <url>", =
"inde ©gocie pre<nombre> mrd$ avc banque mondiale <utilisateur> pr ©veloppement toitures #photovolta√Øques <url>", =
"banques invitent ecosyste¬´ #crowdfunding ¬ª - <url>", +
"Äôinnovation energies renouvelables : intervention Äô√âtat concurrence vont pair (ofce) <url>", =
"etape prometteuse Äô#energie #solaire a heure - technology review <url> #stockage #enr", +
"recrutement energies renouvelables experimente- tunisie <url> #emploi #travail #job #annonces", =
"village ©dieval ©truit implantation 6 eoliennes a bouriege aude - france 3 languedoc-roussillon <url>", -
"[nouvelle etude] <utilisateur> : maladies vont multiplier changement climatique <url>", -
"gigantisme ©pond a attente sociale.©volte morts suspectes champs eoliennes mexicains <url>", -
"©othermie pompes a chaleur secours efficacite energetique ©seaux ©fense #futuringcities <utilisateur>", -
"projet enr: stockage energie verte <url>", =
"table ronde ‚Äúobjets connecteÄù #ccmsilver Äôagit Äôecosystea mettre place Äô.©gliger Äôhumain", =
"comprendre changement climatique 2 mn #cop21 | <url> <utilisateur> <utilisateur>", +
"#©volte #morts suspectes #champs eoliennes #mexicains <url> <utilisateur>", -
"energies renouvelables - afp <url>", =
"mettant doigt pied eau rt <utilisateur>: banques invitent ecosyste¬´ crowdfunding ¬ª <url>", +
"etape prometteuse energie solaire a heure - solution stockage hydrogene <url>", +
"07 oct <nombre>:52 construction grande centrale hydroelectrique sud-ouest chine  - french.... <url>", +
"amdt gvt lever difficulteinstallation #eoliennes zone littorale #pltecv <url>", +
"espemenace: fromage. <url> <url>", -
"©gapole expansion, panneaux solaires, espaces verts, produisant energie : paris 2100? <url>", +
"Äôeolien photovolta√Ørepresentent respectivement <nombre> % <nombre> % consommation francaise Äôelectricite. <url>", =
"monde habitable #justiceclimatique  sommet peuples a lima, 8-11 ©2014 <url> <utilisateur> <utilisateur>", =
"<utilisateur> appros proviennent + 1300 producteurs energie renouvelable independants. + info > <url>", =
"nucleaire gaz schiste kk, eoliennes 150m trezoli... <url> #hollande #ecologie", =
"<utilisateur> <utilisateur> : Äôenergie eolienne, grande escroquerie ! #eelv  <url> <url>", -
"#eolien & #photovolta√Ø= <nombre> % & <nombre> % conso francaise Äôelectricite anneglissante <url> <utilisateur>", =
"terminator recu #zizitator vendredi elyse.....programme ecologiste......", =
"#lille #vid√âos energies renouvelables <url> (afp)", =
"pont-sambre: centrale production electrique rachetefonds pension ame <url>", =
"ebp-pro news : eoliennes hautes, puissantes <url>", +
"energies renouvelables : <url> <utilisateur> #afp #videographie", =
"energies renouvelables : <url> <utilisateur> #afp #videographie", =
"changement climatique : lettre ouverte a francois hollande (club france ©veloppement dura... <url> <utilisateur>", =
"rencontres techniques #hydroelectricite, commence matin a #grenoble <utilisateur> present <nombre>/10 <url>", =
"#biodiversite : #ecosyste fonctions services #ecosystemiques¬†(<utilisateur>) <url>", =
"#paris face #changementclimatique : nouveau?  <url> <url>", +
"40 mw installe areva classe 13e rang constructeurs eoliennes... france.", =
"[#©veloppementdurable] ©©lope bagieu dessine changement¬†climatique <url>", =
"grands fromages francais aujourd‚Äôvoie Äôextinction <url>", -
"calenda: habiter littoral. enjeux ecologiques humains contemporains <url> #sociotweets", =
"france, fromage fout camp? <url>", -
"<utilisateur> <utilisateur> <utilisateur> cdoit ©pendre ecosyste <nombre> drouioui coin, vois passer plein...", =
"ecologiste nicolas hulot canada vue conference climat 2015 <url> #environnement <utilisateur>", =
"©othermie marine a marseille quartier euromediterrane: <url>", =
"a marseille 14 oct presenter bizspark,  <utilisateur> & rencontrer ecosystelocal <url>", =
"berkane : experts marocains espagnols examinent projet red-ecosyste<url> ≠<utilisateur>", =
"<utilisateur> rajoutes sophie favier espehumaine menace", -
"agent commercial specialise energies alternatives: experience commercialisation to materiel... <url>", =
"18 juin 2014 a Äôagropole berkane, table ronde projet ©seau Äôecosyste| cgem <url> ≠<utilisateur>", =
"sche©gional raccordement ©seau #energies renouvelables consultation 7 octobre 7 novembre 2014 <url>", =
"trebonne infographie ©©lope bagieu :¬†comprendre changement climatique 2 mn <url>", +
"guerre fromage bientoperdue ?  ‚Ä¢ fromage, espemenace<url> <utilisateur>", -
"banques invitent ecosystecrowdfunding > <url> <utilisateur> <utilisateur>", +
"anarchistes, socialistes, ecologistes ™conservateurs‚Ä¶ commun : croient .. <url>", =
"comprendre ©chauffement climatique bd + savoir qu' <url>", +
"#patrimoine ‚Ä¢ #fromage, espemenace<url> <utilisateur>", -
"rt <utilisateur>: remise ©daille luc hoffmann #science #conservation #zones_humides <url>", =
"mme ©goleroyal, ministre √âcologie, ©veloppement durable √ânergie: ©... <url> <url>", =
"<utilisateur> mis place refonte ecosystenumerique 18 musenationaux, .. #rsn #audioguide #rencnum #muzeonum", +
"<utilisateur>  <utilisateur>, aixois roulent #gnv respirent #territoiredurable <url>", =
"enr: nouveau systestockage intelligent energie eclaire perspectives solaire <url> #energie", +
"aucuns osent ©clamer +nucleaire pire, epr, travaille avenir energies renouvelables <url>", =
"Äôecologie solution Äôavenir creer emplois ! | elus ecologistes conseil ©gional rhoalpes <url>", +
"apports ©©raux ecosystenum. <utilisateur> #rencnum #muzeonum <url>", =
"<utilisateur> haha !! vive ecosysteunifies", +
"<utilisateur> mac, iphone ipad. theorie ecosysteunifie, etait a gou", -
"#economie #ofce Äôinnovation energies renouvelables : intervention √âtat concurrence... <url>", =
"reprise Äôeolien  photovolta√Øpremier semestre: panorama energies renouvelables, ©alise... <url>", =
"<utilisateur>, secretaire ©©rale <utilisateur>, participera rencontres internationales ©hicules √âcologiques #rive2014", =
"Äôinnovation energies renouvelables : intervention √âtat concurrence vont pair <url>  <utilisateur>", =
"2014-lutter changement climatique ¢a Äôelevage ‚Äì evaluation emissions opportunit... <url>", +
"patrimoinefromage lait cru-espemenacea cause normes ue + ©tit ©ants agroalimentair <url> <utilisateur>", -
"#oceans : ¬´©duses signe mauvaise sante Äôecosysteª  <url> #surpeche rt <utilisateur>", -
"docteur jean-no goognews¬Æ: fromage, espemenace francais ! - 013 <url>", -
"#biodiversite ¬´©duses signe mauvaise sante Äôecosysteª <url>", -
"<utilisateur> <utilisateur> <utilisateur> 1/2 independance accrue produisons panneaux #photovolta√Øques territoire", +
"6 octobre a 4  matin : eoliennes britanniques emballe<url> <utilisateur> #planeteenergies", =
"fromage, espemenace#france #food <url> <utilisateur>", -
"bagieu remet Äô<url>", +
"nouveau projet eoliennes souffler contestation dordogne <url>", =
"-installation optimise paraboles -intallation panneaux solaires <url>", +
"patrimoine : fromage, espemenace<utilisateur> <url>", -
"situation tendue bergers genets baie st-michel association ecologiste manche nature. <url>", =
"molterer #capcounts banque europeenne investissement mobilisepr prets agriculteurs, financement nv tech energie renouvelable", +
"investissements #photovolta√Øques afrique ouest augmentent <url>", +
"invention premiere cellule solaire stocke Äôelectricite <url>", +
"<utilisateur> refonte ecosyste.. sites cc <utilisateur>", =
"isra√´©duire ©pendance ©trole investit innovations #photovolta√Øques <url>", +
"<utilisateur> <utilisateur> qu'passage accessoire detruit ecosysteme service .. regarde passe qobuz/deezer", -
"lu blog apce : banques invitent ecosyste&laquo;&#8201;crowdfunding&#820... <url>", +
"yr13 french. tour horizon energies renouvelables 1'30 <url> <url> #afp [<utilisateur>]‚Äù", =
"2 minutes comprendre changement climatique consequences <utilisateur> <utilisateur> : <url>", =
"<utilisateur> heure #transitionenergetique gaz propane reste complementaire energies renouvelables <url>", =
"gaz fluoreeffet croissant changement climatique  <url>", -
"®chalutage eaux profondes, nouvelle oeuvre <utilisateur> : comprendre changement climatique 2 mn <url>", +
"ibm teste nouveaux panneaux solaires maroc <url> <utilisateur>", =
"<utilisateur> renouvelables stockage batteries presentent impact energies fossiles", =
"lecture jour : #patrimoine fromage, espemenace- normes europeennes Äô©tit ©ants... <url>", -
"loups font partie ecosyste <url>", =
"video <utilisateur> - laurent solly : ecosystefacebook ©®re emplois monde <url> #forumnouveaumonde", =
"1 videa voir: solly : ecosystefacebook ©®re emplois monde <url> #emploi #video #job", =
"voyais candidate ecologiste marina silva remporter presidentielles bresil.  politique surprendra ", +
"etait fois, panneaux solaires <utilisateur> <url>", =
"voir changement climatique question planification globale ©uniquement ecologique #climate2014", =
"batteries ecologiques ©soudre problemoment - <url>", +
"eoliennes presaline royale : craintes habitants exprimetf1 <url>", -
"energie : ibm choisit maroc tester nouveaux panneaux solaires | infomediaire <url>", =
"chien survit a tentative euthanasie - 7sur7: 7sur7un chien survit a tentative euthanasie... <url> #chien", +
"banques invitent ecosyste#crowdfunding <url>", +
"doublement installations #photovolta√Øques seulement 3 ans luxembourg!  <url>", =
"#marne face coupes budgetaires, idea #anglure <url>", =
"#energiesrenouvelables : bientoappels offres inciter financement participatif <url> <utilisateur>", +
"batteries ecologiques ©soudre problemoment | <utilisateur> <url>", +
"precision groupe ecologiste ©nat ©serve parlementaire <url> by <utilisateur>", =
"solly : ecosystefacebook ©®re emplois monde #finances <url>", =
"©chauffement climatique nuls vu <utilisateur> <url> rendre choses claires interessantes!", -
"energies renouvelables poursuivent integration france #enr  <url> <utilisateur>", =
"changement climatique, rhume grippe foison vue. couvrez bises svp.", -
"©clin #biodiversite > principales causes : ©forestation, agriculture intensive, urbanisation, braconnage, surpeche, changement climatique", -
"√âoliennes presaline royale : craintes habitants exprimetf1 <url>", -
"#energies renouvelables: france retard objectifs 2020 #loiroyal <url>", -
"colloque international ¬´ habiter littoral. enjeux ecologiques humains contemporains ¬ª - natures sciences‚Ä¶ <url>", =
"#angers precision groupe ecologiste ©nat ©serve parlementaire <url> (my angers info)", =
"#economie banques invitent ecosyste¬´ crowdfunding ¬ª <url>", +
"up magazine - #biotech tour #boston : documentaire ecosyste#biotechnologies boston <url> <utilisateur>", =
"#√âconomie ‚ñ™ solly : ecosystefacebook ©®re emplois monde: vid√â √Ä occasion .. <url>", =
"seneweb blogs : management organisations: taylorisme Äôecosystemanagement contemporain <url>", =
"gaz a effet serre: canada pourra respecter engagement : surprise!!! (ironique) <url>", -
"anglet, solution traiter ©chets produisant energie verte: socie© pyro green .. <url>", +
"rt <utilisateur> gaz a effet serre: canada pourra respecter engagement <url>", -
"#pltecv #qag rt<utilisateur>:tour horizon energies renouvelables 1'30 <url> <url> #afp [<utilisateur>]", =
"management organisations: taylorisme Äôecosystemanagement contemporain  .. <url>", =
"livre  larminat, changement climatique, identification projection, iste editions <url> + infos qqs jours", =
"©dias laisse entendre scrs ministeres agences gouvernementales considerent... <url>", =
"#modem #puteaux propose chauffer zac bergeres energies renouvelables #environnement <url>", =
"majorite #puteaux rejette voeu #modem 25% energies renouvelables projet zac <url>", -
"#biocarburants 2e ©©ration : premiere brique ©monstrateur #syndie<utilisateur> <url>", =
"scandale eoliennes: <url> <utilisateur>", -
"etait temps : banques Äôinvitent Äôecosyste‚Äâ#crowdfunding‚Äâ<url> <utilisateur>", +
"banques Äôinvitent Äôecosyste¬´‚Äâ#crowdfunding‚Äâ¬ª <url> <utilisateur>", +
"Äôintegration genre lutte Äôadaptation changements climatiques #quebec <url> #polqc", +
"energie renouvelable pleine promesses, ©othermie souffre Äômanque visibilite‚Ä¶ <url>", -
"#fromage espemenace suivez<utilisateur> sauvons -><url> <utilisateur> <url>", -
"gaz a effet serre: #canada pourra respecter engagement #lp <url> #ges #environnement #changementsclimatiques", -
"¬´ #©duses signe mauvaise sante Äôecosyste¬ª #philippecury- <url> <utilisateur> #surpeche", -
"gaz a effet serre: canada pourra respecter †engagement <url>", +
"trefiers accueillir <utilisateur> founder #activiti #jbpm figure ecosyste#bpm presenter #effektif vision marche", +
"aqper lance 3e concours photo ¬´ energie renouvel‚Ä¶  <url> <utilisateur>", +
"dossier <utilisateur> #innovation : accompagnement a recherche #financement <url> #ecosyste#aides", =
"gaz a effet serre: canada pourra respecter engagement: ottawa ‚Äì commissaire a Äôenvironnement ... <url>", -
"√âvaluation strategies adaptation ville changement climatique : publication ©sultats projet muscade  ...", =
"rt <utilisateur>: ecosystesoutenir entreprises innovantes france (#innoweek) <url> <utilisateur>", +
"gaz a effet serre: canada pourra respecter engagement #polcan <url> <url>", -
"exclusif : sarkozy pourrait etre cause ©chauffement planete", =
"<utilisateur> banques invitent ecosyste¬´ #crowdfunding ¬ª <utilisateur> <url>", +
"¬´#©duses signe mauvaise sante #ecosyste<url>", -
"√âvaluation strategies adaptation ville changement climatique : publication ©sul... <url> #devdurable", =
"rt <utilisateur> gaz a effet serre: canada pourra respecter engagement <url> ‚Ä¶ <utilisateur>", -
"invitons a ©couvrir produits dehesa maladua ©®bre chorizo saucisson pata negra... <url>", +
"<utilisateur> retour journeparlementaires ecologistes elections ©natoriales <url>", =
"√âvaluation strategies adaptation ville changement climatique : publication ©sultats proj... <url>", =
"cellule solaire capable stocker energie ! - energie avancer <url> #solaire", +
"france accueillir gros parc #eolien terrestre <url> <utilisateur>  #energie #eoliennes #enr", +
"banques invitent ecosyste¬´ crowdfunding ¬ª <utilisateur> <url>", +
"<utilisateur> 12h ©duction gaz a effet serre: canada rater objectifs copenhague... <url>", -
"stella, premiere voiture familiale fonctionne a Äôenergie solaire <url>", =
"gouvernement harper signe fin Äôenergie renouvelable. madame cornelissen #com2006 #petrole #quebec2014 <utilisateur>", +
"eoliennes tueuses chauves-souris <utilisateur> <url>", -
"©couvrir blog ecoclicot : savoir panneaux solaires <url>", +
"#nucleaire, #gazdeschiste, #energies renouvelables : ©puteentrevif sujet (abo) <url>", =
"#precomp  boucly : ©gitime vouloir proteger ecosysteprincipe precaution ©pond a aspiration", +
"#precomp  boucly : ©gitime vouloir proteger ecosysteprincipe precaution ©pond a aspiration", +
"<utilisateur> analyse interessante ecosystestartups montreal criteres <utilisateur>. <utilisateur>", +
"ascension irresistible energies renouvelables <url> <url>", +
"banques invitent ecosyste¬´ crowdfunding ¬ª... <url>", +
"gaz a effet serre: canada pourra respecter engagement <url>", -
"<utilisateur> √âoliennes ,gaz schiste, voila avenir environnemental interessant , #royal defigure detruit villages paysages", -
"fromage espemenace<url> <url>", -
"changement climatique: consequences ¢timent ®giecc <url>", =
"communaute internationale chevet biodiversite <url>", +
"batteries liquides ameliorer efficacite energies renouvelables | <utilisateur> <url>", +
"yen jcap vienne lycegens font conferences eoliennes... ™valeurs", =
"retour images journeparlementaires #eelv ! ===> <url>", =
"<utilisateur>: 14/10 - journeetude #mobilite#urbaines changement #climatique <utilisateur> <url>", =
"√âcologistes surveille: plainte ©range scrs -  <url>", -
"centrale ©othermie marine construite a marseille <url>", +
"banques invitent ecosyste¬´ crowdfunding ¬ª - √âchos | <utilisateur> <url>", +
"canada certainement manquer objectifs ©duction gaz a effet serre", -
"soupconne aliments fond frigo etre devenu vivant genre petits ecosysteπ creproduit champottes a infini", -
"banques Äôinvitent Äôecosyste‚Äâ#crowdfunding‚Äâ <url> <utilisateur> <url>", +
"gaz a effet serre : canada pourra respecter engagement #2020 #environnement <url> <url>", -
"fee : ¬´¬†adapter marche Äôelectricite integrer energies renouvelables Äôinverse¬†¬ª <url>", +
"#cci energies renouvelables royaume-uni <url>", =
"biocarburant 2g, inauguration plateforme pretraitement biomasse syndie<url> .. <url>", +
"ressources ecosysteterrestre supporter vie <nombre> pasteurs nomades π ©gradation environnement 1/2", =
"<utilisateur> Äôenergie eolienne, combo choix.", =
"installation prochaine eoliennes a ¥© grande saline royale arc-senans doubs, classe.. <url>", +
"#chamalieres bresil/elections: marina silva appuiera aecio neves conditions (presse): ecologiste marina... <url>", =
"energies vertes : Äôetat finalise nouveau systesoutien ‚ñ∫‚ñ∫ <url> #pltecv", +
"micro-eolienne a petit prix :  <url> <url>", =
"patrimoine fromage, espemenace- <utilisateur> <url>", -
"retour fondamentaux <utilisateur> <utilisateur>: inforgraphie ludique #©chauffementclimatique <url> <utilisateur>", =
"conflit conservation nature survie populations autochtones : wwf... <url>", -
"changement  climatique cenerve", -
"preuve changement climatique † sud eaux  #algerie", =
"banques invitent ecosyste¬´ crowdfunding ¬ª savoir <url> <url>", +
"entreprises ecosystecreer valeur durable disant ¥© social nicole #notat <utilisateur>", =
"©pute ump julien aubert coming out: vrais ecologistes versera 75% indemnite cedis #directan", =
"<utilisateur> <utilisateur> <utilisateur>'amours environnementaliste terme honorable ©prisable espesale arrogant ©prisable.", -
"©union <utilisateur>: <utilisateur> presente <utilisateur> : ecosysterenforce mobilise #frenchtech #shakinprov", +
"mardi politique - francois rugy <url>", =
"#it #colaboration transforme | #ecosystechange <utilisateur> #conf #mbamci <url>", =
"#banques Äôinvitent Äôecosyste#crowdfunding <url> <utilisateur>", +
"economie existe ¢a humain, humain ¢a ecosyste inverse. #polqc #cacouna #©trolique #transcanada #polcan", =
"<utilisateur> ©rie colloques changement climatique transition energetique", =
"stockage energie intermittente eoliennes panneaux solaires, air comprime, penser üòÄ  <url>", =
"ecologistes prudents malgre appels pied socialistes | public ©nat <url>", +
"sort bain bureau parler ©othermie", =
"jeunes partent a asso : portrait <utilisateur> porte parole <utilisateur> <utilisateur> <url>", =
"©chets toxiques / ©tournement <nombre> victimes charles koffi ©nonce silence coupable‚Ä¶ <url>", =
"biodiversite, diversite, ecosyste espe individus, organismes, milieu vie environnement ‚úÖ", =
"challenge vert Äônavigateur Äôpeur changement climatique <url>", +
".<utilisateur> conservateurs, ecologistes melons eau. vert a exterieur, rouge (socialiste) a interieur.", =
"#alimentation #gastronomie #ue #sauvons fromages! - #patrimoine ‚Ä¢ #fromage, espemenace<url> <utilisateur>", -
"solly : ecosystefacebook ©®re emplois monde <url> #√âconomie <utilisateur>", =
"panneaux solaires", =
"lancement premiere centrale francaise ©othermie marine <url> <utilisateur>", +
"patrimoine ‚Ä¢ fromage, espemenace<url>", -
"† ! bruxelles ©ant industriels touchez a fromage, a terroir (<utilisateur>) <url>", -
"bonnes ideecologiques <url>", +
"¬´(...)canada Äôatteindra cible internationale ©duction emissions gaz a effet serre Äô2020¬ª<url>", -
"™iran posse©serves hydrocarbures importantes planemet a ©othermie. <url>", +
"nouvelle presentation slideshare : ¬´ ©flexions Äôecosystestartups technologiques montreal ¬ª <url>", =
"√âcologistes surveille†: plainte ©range scrs <url>", -
"©rard wolf (medef) villes monde:  2/3 conso energie 70% emissions gaz a effet serre  #mardis2lavenir", =
"10 axes a travailler community manager <url>", =
"3 fois gens quittent pays a cause ©chauffement climatique † cause conflits. 2011,... <url>", -
"video. eoliennes : elus mettent sens vent <url>", =
"<utilisateur> cpenser cours π parlait destruction creatrice. gens disaient eoliennes", =
"20% vont venir sources totalement ecologiques.", =
"patrimoine ‚Ä¢ fromage, espemenacegood read <url>", -
"©volte morts suspectes champs eoliennes mexicains - <url> <utilisateur>", -
"<utilisateur> treclairement ©couverte enorme ameliorer rendement panneaux solaires cvraiment viable", +
"marche climat passetribune <utilisateur> <utilisateur> reste jms actualite <url>", =
"conference plutosympathique soir  <utilisateur> ecologiste.", +
"foutu changement climatique sens direct üòí", -
"<utilisateur> † pense a ibooks, clear, vlc‚Ä¶ ÄôÄôecosysteÄôicloud derriere compte ^^", +
"√âvaluation strategies adaptation #ville #changement #climatique publication rapport muscade <url>", =
"<utilisateur> simple: chaialimentaire permet ©guler espemaintenir equilibre ecosyste que", +
"banques invitent ecosyste#crowdfunding ....<utilisateur> <utilisateur> <url>", +
"centrale hydroelectrique vieille operation canada. #lesvoies <url>", =
"effet intuitif changement climatique : #banquise #antarctique vient battre record superficie. <url>", +
"bfm business : transition energetique: syndicat energies renouvelables confiant <url>", +
"retrouvez interview <utilisateur> #forumnouveaumonde <utilisateur> <url>", =
"livre naomi klein changement climatique honne a cetonne qu'directe lecteurs", +
"<utilisateur> © ! courage ! :') ! vive energies renouvelables ! :') ‚ô°", +
"<utilisateur> <utilisateur>  ©teste eoliennes ! √áperturbe !!!!", -
"<utilisateur> final, energies renouvelables, barrages, bois biocarburants...", =
"valorisation ©chets, energies renouvelables #6 ;)", -
"francophones, changement climatique nuls, @©©lopeb <url> #cop21 #climat <url>", -
"position Äô# concernant mouvement vie #©publique <url>", =
"<utilisateur> <utilisateur> changement climatique poursuit; qu'arrive a 9 ", =
"beaute paysages services ecologiques ‚Äì espace vie ‚Äì blogues ‚Äì voir.<url>", +
"<utilisateur> <utilisateur> <utilisateur> roulerais voiture electro nucleaire eviter gaz effet serre..", =
"americain kkr rachete centrales a gaz poweo (pont sambre toul) 150 Ç¨ <url>", =
"Äôa riviera Äôsenti ©chets toxiques.", =
"changement climatique <utilisateur> <url>", =
"patrimoine fromager menace. † dernier souffle, ©fendrai fromages .. <url>", +
"©chauffement plane: #schwarzenegger rec#hollande <url> <utilisateur>", =
"<utilisateur> scandale eoliennes : corruption elus conflits Äôinte™ts <url>", -
"tte facon notion strategie morte ds digital... sais ecosysteme ds 3 ans fany <utilisateur> 2/2", -
"#cashinvestigation ™constat ©chets toxiques touche population bisphenol interdit france principe !", -
"banques Äôinvitent Äôecosyste¬´ crowdfunding ¬ª <url>", +
"jean jouzel : changement climatique equivoque essentiel lie activitehumaines #frenchamericanclimatetalks", =
"fil #afp #energie canada manquer objectif ©duction gaz a effet serre: ottawa - canada ... <url>", -
"#romandie ‚ñ™ canada manquer objectif ©duction gaz a effet serre: ottawa - canada pa... <url>", -
"#scandale #eoliennes : #corruption #elus conflits Äôinte™ts <url> ‚Ä¶ <utilisateur> stop #umps / #fn ..", -
"<utilisateur> table-ronde facts a ottawa changement climatique: sacrifions avenir present <url>", +
"©mantique #pcltv : ©thanisation energie renouvelable electrique + process environnemental  = valorise ©chets", =
"#ambassades <utilisateur>: jean jouzel : changement climatique equivoque essentiel lie Ä¶ <url>", +
"<utilisateur> Ä¶ ¢timents a energie positive incitation a installer panneaux solaires c©pond probleÄ¶", -
"vierges adolescence pourraient etre espevoie disparition. <url>", +
"systepolitique a double boucle: ¬´ecosysteª campagne politique,candidat .. <url>", =
"#inondations ©sultent #©chauffement #climatique", -
