@relation corpus_tweets_t1 
@attribute text string 
@attribute polarity {+,-,=}
@data
"Le fromage espèce menacée. Normes de l'EU, Appétit des géants des IAA bousculent la tradition du fromage au lait cru http://t.co/NcF733tXiL", -
"[#LoiRoyal] le solaire: l'énergie la plus appréciée par les Français @RoyalSegolene #VotreEnergie #photovoltaique http://t.co/anvGoPwwxD", +
"#Climat Schwarzenegger (#R20) sera reçu à l' @Elysee http://t.co/XIQ1btSxkN", =
"Un #chien survit miraculeusement à une tentative d'#euthanasie !  http://t.co/k6aUOm1vZA", =
"Le #Fromage, espèce menacée http://t.co/KjVShdQcbc via @courrierinter", -
"Les banques s'invitent dans l'écosystème du « crowdfunding » http://t.co/6XtkXmYJKb", +
"L'écologiste #NicolasHulot en croisade au Canada : http://t.co/6526hkyjhD http://t.co/Fw9KXd17jm", =
"Les banques s'invitent dans l'écosystème du « #crowdfunding » http://t.co/Sx6VID6Eko @LesEchos", +
"#Urbanisme #Aménagement Stratégie d'adaptation au changement climatique pour anticiper la demande et la producti... http://t.co/77xtXiQaWe", =
"La ville de #Oiapoque au #Brésil connectée grâce à l’hydroélectricité http://t.co/DKdfQKVDBE", =
"@LePoint: L'écologiste #NicolasHulot en croisade au Canada : http://t.co/GKedkxOyiq  Tjrs sponsorisé par Rhône Poulenc ? :-P", =
"Stratégie d'adaptation au changement climatique pour anticiper la demande et la production énergétique http://t.co/Wlb7QJf3tK", +
"#Actualité #Apple #DRM #écosystème #filière Dix ans après, retour des polémiques sur les DRM http://t.co/ryIpmyvzVh", -
"Les #banques s’invitent dans l’écosystème du #crowdfunding . http://t.co/MWxRvDFSuk via @LesEchos", +
"SNIF: Le fromage, espèce menacée http://t.co/a0ldeqJn7C via @courrierinter", -
"Des panneaux solaires sur les cabines téléphoniques Londonienne, on aime l'initiative #green! http://t.co/kKof78J0Y5 #DD", +
"Côte d’Ivoire / Conflits, pauvreté et changement climatique : les défis persistants pour l’atteinte des OMD après… http://t.co/wI8kHo2r8q", +
"Béziers, capitale régionale de l'éolien selon l'association France Energie Eolienne dans la lettre M @feeasso @LaLettreMLR", =
"#ENERGIE RT @planetemploi: Vidéo Eco-Métiers : Technico-commercial (e) en énergies renouvelables http://t.co/5vH4piJiUm - 100 métiers en LR", =
"Les relations sexuelles ne produisent pas de pollution. Elles sont écologiques. L’érection, c’est un développement durable !", =
"RT @enderbyDJO Les banques s’invitent dans l’écosystème du « crowdfunding »  http://t.co/WaDAvJidr4  via @LesEchos", +
"Le fromage, espèce menacée. Les normes européennes et l’appétit des géants de l’agroalimentaire bousculent la... http://t.co/kT0AhTLcvA", -
"Une cellule #solaire capable de #stocker son #énergie ! - http://t.co/PZV8RsdzdZ via http://t.co/uqG0FtBwfA", +
"Ce qui est en jeu ici, ce n’est rien d’autre que le patrimoine culturel français et la liberté de choix du... http://t.co/9P7RaOppRU", =
"@LesEchos écosystème ? Vous vous masturbez un peu sur le vocabulaire, là, quand même...", -
"A samedi ! Le lien pour la pétition... http://t.co/zxUpsQGcrk", =
"@ser_enr @FNEasso POUR l'#Energie #eolienne : j'adhere !", +
"MEXIQUE : RÉVOLTE ET MORTS SUSPECTES AUTOUR DES CHAMPS D'ÉOLIENNES (+ vidéo 12'15) : Temps de... http://t.co/RfPW4xkYyd", -
"RT @LesEchos: Les banques s'invitent dans l'écosystème du « crowdfunding » http://t.co/1XZhtdiIg9", +
"Les banques s'invitent dans l'écosystème du crowdfunding w/ @spear via @LesEchos http://t.co/hQzQxnL1Kc", +
"@mbariou @deanmarshall10 @Energies_Vertes @tatacolette @damien_sellet Tweet spécial transition énergétique, bonne journée :)", +
"Nosfromages se meurent http://t.co/W3ICbRxU5o", -
"#Bure #biocarburant le projet #Syndièse officiellement lancé. Récit de l'inauguration par @FontaineLionel1 aujourd'hui dans le #JHM", +
"Stratégie d'adaptation au changement climatique pour anticiper la demande et la production énergétique: Le pro... http://t.co/cnOd8sBBym", +
"#chamalieres Les banques s'invitent dans l'écosystème du « crowdfunding »: Les banques veulent tirer parti de ... http://t.co/V9Cmg240ZG", +
"Les banques s’invitent dans l’écosystème du « crowdfunding » En savoir plus sur http://t.co/skFUHM3KDv", +
"Un village landais bientôt chauffé avec des carottes http://t.co/i9mKhwyNtm", =
"Les vrais #fromages, espèce menacée en France ! En cause : l'#agrobusiness http://t.co/7H15DPiFSC via @courrierinter", -
"économiques et écologiques. Voir le schéma explicatif ci joint: http://t.co/9HSLfbMBUi", =
"Des batteries écologiques pour résoudre les problèmes du moment #innovation #ecologie http://t.co/KcS5v0l0te via @enerzine", +
"Appétit des géants de l’agroalimentaire et normes européennes : le fromage, une espèce menacée http://t.co/8BrYaS0GLT", -
"#Veracruz @2Pieds2RouesTls @amisdelaterre demandent 1 politique de #TransportsEnCommun et #ModesActifs à #Toulouse http://t.co/ujMTwQE12P", =
"Scandale des éoliennes : corruption des élus et conflits d’intérêts: Les élus sont très nombreux à voter l’imp... http://t.co/gpDYfluXMf", -
"A force de le dire, ça fini par arriver “Les banques s'invitent dans l'écosystème du « crowdfunding » http://t.co/CbktyEb2Kg”", +
"#Recherche : des scientifiques élaborent une cellule #solaire qui stocke sa propre énergie | http://t.co/6ZFFCqCVBE via @DGS", +
"#Eoliennes terrestres:En 10 ans, on est passé de 300 kW à des turbines de 3 MW http://t.co/eM20qq3VeY #colloqueSER", =
"#PATRIMOINE • Le #fromage, espèce #menacée http://t.co/UwuTdSo8YE via @courrierinter", -
"Les banques s’invitent dans l’écosystème du « crowdfunding » | @scoopit http://t.co/wB4fcJpT6r", +
"Des #panneaux solaires auto-refroidissants | @scoopit http://t.co/Iqx8DmclJ6", =
"Scandale des #éoliennes : #corruption des #élus et conflits d’intérêts http://t.co/wIWrxFBSCK #nosbrèves", -
"RT Un bon petit papier @marsactu !  http://t.co/TU4Yc3ztiX !  Il faut et nous soutenons ces actions contre Homophobie http://t.co/mkU0rVV2U2", +
"Verbund quitte le marché français en vendant les centrales électriques à KKR http://t.co/MLOLnVL4mD #Energie", -
"Changement climatique : les jeunes de CliMates s'impliquent | @scoopit http://t.co/EBh7t8bjvN", +
"Ecobole, plateforme de crowdfunding dédiée aux projets écologiques et aux démarches eco-responsables http://t.co/v5jr8Fv721 via @scoopit", +
"#Mexique : Révolte et morts suspectes autour des champs d'#éoliennes mexicains http://t.co/mwRL4hcjL7 via @LeNouvelObs", -
"Rencontres internationales des vehicules écologiques 2014. #rive #gpl #gnv #E85 #etc http://t.co/8nzqW8a6uR", =
"Energie solaire 4,5 milliards de DH pour Noor II - L'Économiste http://t.co/FzRH5EwQGT #solaire", =
"Publié ce 7 octobre, le panorama des énergies renouvelables 1er semestre 2014 (SER, RTE, ERdF, ADEeF) https://t.co/7NiHqGo3eZ", =
"Des batteries écologiques pour résoudre les problèmes du moment : http://t.co/7ipB4M7pjb", +
"L'investissement citoyen dans les énergies renouvelables, créateur d'emplois et défenseur du climat  @EnergiePartagee http://t.co/nVx6mBvkCX", +
"L'Union Européenne (et les géants de l'agroalimentaire) veulent même nous priver de notre bon fromage !  http://t.co/HbzYXYM4rc", -
"#RencNum #bib la Bib comme lieu pr animer 1 écosystème par des actions de médiation culturelle, qui devient alors 1 bib créative", =
"bilan #EnR de @rte_france montre une croissance de la puissance installée plus soutenue que ces dernières années http://t.co/lng58pP5eQ", +
"@RoyalSegolene : L’énergie éolienne, la grande escroquerie ! #EELV @N_Hulot @fondationhulot  http://t.co/RTNyXSMxBT http://t.co/lraNCecnca", -
"Actus Mer/Sea News: «Les méduses sont un signe de mauvaise santé de l’écosystème» - 20minutes.fr http://t.co/y65yhtTUbs", -
"Le régulateur de l'#énergie wallon publie les primes de Qualiwatt pour les installations #photovoltaïques <10 kW  http://t.co/xP1hJt2POI", =
"L'Inde négocie un prêt d'1.3 Mrd$ avc la banque mondiale et la @KfW pr le développement de toitures #photovoltaïques http://t.co/Y4ZLskZ49I", =
"Les banques s'invitent dans l'écosystème du « #crowdfunding » - http://t.co/rquVJd8qJJ", +
"L’innovation dans les énergies renouvelables : quand intervention de l’État et concurrence vont de pair (OFCE) http://t.co/KLFk518taN", =
"Une étape prometteuse vers de l’#énergie #solaire à toute heure - Technology Review http://t.co/CoW7Mw6xXg #Stockage #EnR", +
"Recrutement ta énergies renouvelables expérimentés - Tunisie http://t.co/bGxQCQXUkS #Emploi #Travail #Job #Annonces", =
"Un village médiéval détruit pour l'implantation de 6 éoliennes à Bouriège dans l'Aude - France 3 Languedoc-Roussillon http://t.co/2TECoYI8Ys", -
"[Nouvelle étude] Dans @metronews : Ces maladies qui vont se multiplier avec le changement climatique http://t.co/EneU0FgS1z", -
"Le gigantisme ne répond à aucune attente sociale.Révolte et morts suspectes autour des champs d'éoliennes mexicains http://t.co/hzkgmX1wcd", -
"la géothermie et les pompes à chaleur au secours de l'efficacité énergétique des réseaux de la défense #Futuringcities @Mines_Telecom", -
"Projet ENR: stockage de l'énergie verte http://t.co/jebsyk6EiB", =
"table ronde “objets connectés” #ccmsilver il s’agit plus d’un ecosystème à mettre en place c’est sur..sans négliger l’humain", =
"Comprendre le changement climatique en 2 mn #COP21 | http://t.co/fJcla7yQKZ via @iauidf @PenelopeB", +
"#Révolte et #morts suspectes autour des #champs d'éoliennes #mexicains http://t.co/Kv2Tit30Mc via @LeNouvelObs", -
"Les énergies renouvelables - AFP http://t.co/765O2eYb3d", =
"En mettant un doigt de pied dans l'eau RT @EchosFinance: Les banques s'invitent dans l'écosystème du « crowdfunding » http://t.co/lNAExDWb8t", +
"Une étape prometteuse vers de l'énergie solaire à toute heure - solution stockage hydrogene peu cher http://t.co/CG0tmknTH5", +
"07 oct 2014 03:52 Construction d'une grande centrale hydroélectrique dans le sud-ouest de la Chine  - french.... http://t.co/z8yAfXR3DX", +
"Amdt du gvt pour lever difficultés installation #eoliennes en zone littorale #PLTECV http://t.co/TpUt3vt1NM", +
"Une autre espèce menacée : le fromage. http://t.co/tMaEYBDvbc http://t.co/h5gHXpTdc3", -
"Une mégapole en expansion, avec panneaux solaires, davantage d'espaces verts, produisant son énergie : Paris 2100? http://t.co/R5pawt0fmC", +
"L’éolien et le photovoltaïque représentent respectivement 3,7 % et 1,2 % de la consommation française d’électricité. http://t.co/b2PfB6DOlc", =
"Pour un monde habitable et la #justiceclimatique  Sommet des peuples à Lima, 8-11 déc 2014 http://t.co/whtB5Lhi6b @CumbrePueblos13 @attac_fr", =
"@KevinKINFOO Nos appros proviennent de + de 1300 producteurs d'énergie renouvelable indépendants. Pour + d'info > http://t.co/G8TF2ZotMv", =
"Le nucléaire ou le gaz de schiste c'est kk, mais les éoliennes de 150m c'est très zoli... http://t.co/zwNr96TFSM #hollande #écologie", =
"@SallesEs @ArnaudGossement : L’énergie éolienne, la grande escroquerie ! #EELV  http://t.co/RTNyXSMxBT http://t.co/lraNCecnca", -
"#Eolien & #photovoltaïque = 3,7 % & 1,2 % de la conso française d’électricité en année glissante http://t.co/NYGipwRjUM via @rte_france", =
"Terminator recu par #Zizitator vendredi a l'Elysée......tout un programme écologiste......", =
"#LILLE #VIDÉOS Les énergies renouvelables http://t.co/GBcCIoYwtc (AFP)", =
"Pont-sur-Sambre: la centrale de production électrique rachetée par un fonds de pension amé http://t.co/BVGdwbNEB5", =
"EBP-PRO NEWS : Des éoliennes toujours plus hautes, toujours plus puissantes http://t.co/amy92zTx9y", +
"Les énergies renouvelables : http://t.co/Sqajc6tdkt via @YouTube #AFP #Vidéographie", =
"Les énergies renouvelables : http://t.co/Sqajc6tdkt via @YouTube #AFP #Vidéographie", =
"Changement climatique : lettre ouverte à François Hollande (Club France Développement dura... http://t.co/PXvXne5s3K via @FranceAgricole", =
"Rencontres Techniques de l'#hydroélectricité, a commencé ce matin à #Grenoble @Enercoop_SCIC présent les 7 et 8/10 http://t.co/gqSfpwsK4a", =
"#Biodiversité : #écosystèmes, fonctions et services #écosystémiques (via @ecologiEnergie) http://t.co/h0PvwAQLRb", =
"#Paris face au #changementclimatique : du nouveau?  http://t.co/45yAnftyGq http://t.co/5O9sSLec0S", +
"Avec 40 MW installés, Areva se classe au 13e rang des constructeurs d'éoliennes... en France.", =
"[#développementdurable] Pénélope Bagieu dessine le changement climatique http://t.co/HGcJwhteOT", =
"Les grands fromages français sont aujourd’hui en voie d’extinction http://t.co/d1GI364y8B", -
"Calenda: Habiter le littoral. Enjeux écologiques et humains contemporains http://t.co/YkujQz8LkV #SocioTweets", =
"France, ton fromage fout le camp? http://t.co/Br4UTQ9PPk", -
"@ami89_pharma @benbaert @L_Arnal ben ça doit dépendre de l'écosystème: 1 ou 2 DrOuiOui dans le coin, et t'en vois passer plein...", =
"L'écologiste Nicolas Hulot au Canada en vue de la Conférence sur le climat de 2015 http://t.co/NbD1NtoWx2 #Environnement via @LePoint", =
"Géothermie marine à Marseille pour le quartier Euromediterranée : http://t.co/BK4HRkQJaO", =
"Nous serons à Marseille le 14 oct pour présenter Bizspark,  @MSFTventuresFR & rencontrer l'écosystème local http://t.co/xtkaUqhHrJ", =
"Berkane : Des experts marocains et espagnols examinent le projet Red-écosystèmes http://t.co/Ffqddqnxv6 vía @aufait", =
"@Fouedaster Tu rajoutes Sophie Favier est c'est l'espèce humaine qui est menacée.", -
"Agent Commercial Spécialisé en Energies Alternatives: Expérience dans la commercialisation en B to B de matériel... http://t.co/rFEKjBtYOq", =
"18 Juin 2014 à l’Agropole de Berkane, une table ronde autour du projet réseau d’écosystèmes | CGEM http://t.co/50QPiwDICC vía @CGEM", =
"Schéma régional de raccordement au réseau des #énergies renouvelables consultation du 7 octobre au 7 novembre 2014 http://t.co/4paZSuOaQs", =
"Encore une très bonne infographie de Pénélope Bagieu : Comprendre le changement climatique en 2 mn http://t.co/lUi5aEJyzm", +
"Le guerre du fromage bientôt perdue ?  • Le fromage, espèce menacée http://t.co/kIuZRft1ah via @courrierinter", -
"Les banques s'invitent dans l'écosystème du crowdfunding > http://t.co/diM0DswGXD via @lesechos @SwajSS", +
"Ils sont anarchistes, socialistes, écologistes et même conservateurs… Leur point commun : ils ne croient pas que... http://t.co/5P8JnOVAdl", =
"Mieux comprendre le réchauffement climatique en BD + savoir ce qu'on peut y faire: http://t.co/G8VUxtkp18", +
"#PATRIMOINE • Le #fromage, espèce menacée http://t.co/JKYURBtF9F via @courrierinter", -
"RT @Pole_mares: Remise de la médaille Luc Hoffmann pour la #science et la #conservation des #zones_humides http://t.co/7OEyYVhWte", =
"Mme Ségolène Royal, Ministre de l'Écologie, du Développement Durable et de l'Énergie: Pé... http://t.co/MeFmdINtKH http://t.co/bUQup37vnS", =
"@remiforall a mis en place la refonte de l'écosystème numérique de 18 musées nationaux, mais pas que... #RSN #Audioguide #rencnum #Muzeonum", +
"@ThomasKLOTZpro  A @aixmaville, les Aixois roulent au #GNV et respirent dans un #territoiredurable http://t.co/S3JHcEc2XL", =
"ENR: Nouveau système de stockage intelligent d'énergie éclaire les perspectives du solaire http://t.co/DpbTegucoM #Energie", +
"Alors que d'aucuns osent réclamer +de nucléaire et pire, de l'EPR, je travaille l'avenir avec énergies renouvelables http://t.co/gunJtTu8da", =
"L’écologie est la solution d’avenir pour créer des emplois ! | Les élus écologistes au conseil régional Rhône-Alpes http://t.co/VY6z3j9ro9", +
"Les apports généraux de l'écosystème num. @GrandPalaisRmn #RencNum #muzeonum http://t.co/fuFRKS7qKg", =
"@TremblayMax haha !! Vive les écosystèmes unifiés", +
"@Kamelot78 elle avait un Mac, iPhone et iPad. Elle avait en théorie l'écosystème unifié, mais c'était juste pas à son goût.", -
"#economie #OFCE L’innovation dans les énergies renouvelables : quand intervention de l'État et concurrence... http://t.co/muNhtkff1R", =
"Reprise de l’éolien et  du photovoltaïque au premier semestre: Le Panorama des énergies renouvelables, réalisé... http://t.co/FDuzr0OPBE", =
"Demain @MarieCastelli, secrétaire générale de l'@AvereFrance, participera aux Rencontres Internationales des Véhicules Écologiques #RIVE2014", =
"L’innovation dans les énergies renouvelables : quand intervention de l;État et concurrence vont de pair http://t.co/aj7nDXry4J  @ofceparis", =
"2014-Lutter contre le changement climatique grâce à l’élevage – Une évaluation des émissions et des opportunit... http://t.co/uzJA0eXuv3", +
"PATRIMOINE-Le fromage au lait cru-espèce menacée à cause normes UE + appétit géants agroalimentair http://t.co/iR9xQxcrGA via @courrierinter", -
"#Océans : «Les méduses sont un signe de mauvaise santé de l’écosystème»  http://t.co/ND9yb1m7WP #surpêche RT @Pescalune", -
"Docteur Jean-No Goognews®: Le fromage, espèce menacée, les Français ! - 013 http://t.co/20u16ONFCP", -
"#biodiversité «Les méduses sont un signe de mauvaise santé de l’écosystème» http://t.co/cpTIIhrEs2", -
"@Eco_Circulaire @corinnelepage @Challenges 1/2 Indépendance accrue si nous produisons des panneaux #photovoltaïques sur notre territoire", +
"Le 6 octobre à 4 h. du matin : les éoliennes britanniques se sont emballées http://t.co/Evmx73qO5C via @guardian #PlaneteEnergies", =
"Le fromage, espèce menacée #France #food http://t.co/RI28aI0Gvv via @courrierinter", -
"Bagieu remet ca et c’est toujours aussi bien fait http://t.co/84bWoax7tg", +
"Un nouveau projet d'éoliennes fait souffler la contestation en Dordogne http://t.co/h8D0RDsb9S", =
"-Installation optimisé de paraboles -intallation de panneaux solaires http://t.co/09ushmIfhr", +
"Patrimoine : Le fromage, espèce menacée via @Fromaginaire http://t.co/fgMjYB5XpW", -
"Situation tendue entre les bergers de Genêts dans la baie du Mt-St-Michel et l'Association écologiste Manche Nature. http://t.co/Cx1Bopo3Nu", =
"W.Molterer #CapCounts Banque Europeenne Investissement mobilisée pr prets agriculteurs, financement nv tech et energie renouvelable", +
"Les investissements #photovoltaïques en Afrique de l'Ouest augmentent http://t.co/AUjKNbNNHv", +
"Invention de la première cellule solaire qui stocke l’électricité http://t.co/5eT0Vi4gCG", +
"@lilettedc refonte écosystème... Pas que les sites cc @GrandPalaisRmn", =
"Israël veut réduire sa dépendance au pétrole et investit dans les innovations #photovoltaïques http://t.co/JlYwXoB8Op", +
"@Sniperovitch @YRousse qu'au passage cet accessoire detruit l'écosysteme de service .. regarde ce qui se passe avec qobuz/deezer", -
"Lu pour vous sur le blog de l'APCE : Les banques s'invitent dans l'écosystème du &laquo;&#8201;crowdfunding&#820... http://t.co/mCVjqcYblh", +
"Yr13 French. Tour d'horizon des énergies renouvelables en 1'30 http://t.co/CSS2sl5bOm http://t.co/KKBsixnGbQ #AFP [via @elisedepenoux]”", =
"2 minutes pour comprendre le changement climatique et ses conséquences avec @PenelopeB et @iauidf : http://t.co/TxsbtwcMng", =
"@ContactE5T A l'heure de la #transitionenergetique le gaz propane reste complémentaire des énergies renouvelables http://t.co/dyD9kOZ6qu", =
"Les gaz fluorés ont un effet croissant sur le changement climatique  http://t.co/UFqyMzXKcF", -
"Après le chalutage en eaux profondes, une nouvelle oeuvre de @PenelopeB : Comprendre le changement climatique en 2 mn http://t.co/AC2nqIsjIQ", +
"IBM teste ses nouveaux panneaux solaires au Maroc http://t.co/N2FZPP6Yds via @telQuelOfficiel", =
"@balthazar19 les renouvelables et le stockage batteries présentent beaucoup moins d'impact que les énergies fossiles", =
"Lecture du jour : #patrimoine Le fromage, espèce menacée - Les normes européennes et l’appétit des géants... http://t.co/7Dql44gfML", -
"Les loups font partie de l'écosystème. http://t.co/HoWKrEiGkC", =
"VIDEO @LePoint - Laurent Solly : L'écosystème Facebook génère des emplois partout dans le monde http://t.co/zCGosa973S #forumnouveaumonde", =
"1 vidéo à voir: Solly : L'écosystème Facebook génère des emplois partout dans le monde http://t.co/Ql9Ihsak8I #emploi #video #job", =
"Je voyais la candidate écologiste Marina Silva remporter les présidentielles au Brésil. Mais non. La politique me surprendra toujours.", +
"Il était une fois, les panneaux solaires via @VideoSciences http://t.co/nQ9219Iiki", =
"Il faut voir le changement climatique comme une question de planification globale et non comme un défi uniquement écologique #Climate2014", =
"Des batteries écologiques pour résoudre les problèmes du moment - http://t.co/ZNB1KmQ3ov", +
"Eoliennes près de la Saline royale : les craintes des habitants exprimées sur TF1 http://t.co/sQYXx001XA", -
"Energie : IBM choisit le Maroc pour tester ses nouveaux panneaux solaires | Infomédiaire http://t.co/nNr0CoBrYe", =
"Un chien survit à une tentative d'euthanasie - 7sur7: 7sur7Un chien survit à une tentative d'euthanasie... http://t.co/g6oF4QiBLy #chien", +
"Les banques s'invitent dans l'écosystème du #crowdfunding http://t.co/sMkV9Mki2i", +
"Doublement des installations #photovoltaïques en seulement 3 ans au luxembourg!  http://t.co/hsoQlyyXcG", =
"#Marne Face aux coupes budgétaires, on a des idées à #Anglure http://t.co/0uh1UmaeiQ", =
"#EnergiesRenouvelables : bientôt des appels d'offres pour inciter au financement participatif http://t.co/W7HNlDgSP0 via @actuenviro", +
"Des batteries écologiques pour résoudre les problèmes du moment | @scoopit http://t.co/P2YZw6Di81", +
"Précision du Groupe écologiste du Sénat sur la réserve parlementaire http://t.co/67yuNiP78S by @angersinfo", =
"Solly : L'écosystème Facebook génère des emplois partout dans le monde #Finances http://t.co/pPlaxDLCPi", =
"Le réchauffement climatique pour les Nuls vu par @PenelopeB http://t.co/hRreDlrajY ou comment rendre les choses claires et intéressantes!", -
"Les énergies renouvelables poursuivent leur intégration en France #EnR  http://t.co/2V6KwrHH83 via @actuenviro", =
"Changement climatique, rhume et grippe a foison en vue. Couvrez vous bien et pas de bises svp.", -
"Déclin #Biodiversité > Principales causes : déforestation, agriculture intensive, urbanisation, braconnage, surpêche, changement climatique", -
"Éoliennes près de la Saline royale : les craintes des habitants exprimées sur TF1 http://t.co/6jCDVABdPN", -
"#Energies renouvelables: la France en retard sur ses objectifs de 2020 #LoiRoyal http://t.co/vOgnm8JEmD", -
"Colloque international « Habiter le littoral. Enjeux écologiques et humains contemporains » - Natures Sciences… http://t.co/SNalo8g96k", =
"#ANGERS Précision du Groupe écologiste du Sénat sur la réserve parlementaire http://t.co/WbAdAlNgKu (My Angers Info)", =
"#economie Les banques s'invitent dans l'écosystème du « crowdfunding » http://t.co/qKGhPVWBAN", +
"UP Magazine - #Biotech Tour #Boston : documentaire sur l'écosystème des #biotechnologies de Boston http://t.co/WPbmoYO8qc via @upmagazine_fr", =
"#Économie ▪ Solly : L'écosystème Facebook génère des emplois partout dans le monde: VIDÉO. À l'occasion du f... http://t.co/fAglKD8air", =
"Seneweb Blogs : Sur le Management des organisations: Le TAYLORISME dans l’écosystème du MANAGEMENT CONTEMPORAIN http://t.co/dz96Jt63me", =
"Gaz à effet de serre: le Canada ne pourra respecter son engagement : Quelle surprise!!! (Ironique) http://t.co/D42wu6R7P7", -
"A Anglet, une solution pour traiter les déchets tout en produisant de l'énergie verte: La société Pyro Green I... http://t.co/65FLVPTy2s", +
"RT @HaitiNewsNet Gaz à effet de serre: le Canada ne pourra respecter son engagement http://t.co/Bs6i7KXaob", -
"#PLTECV #QAG RT@afpfr:Tour d'horizon énergies renouvelables en 1'30 http://t.co/mPYb1QJA1Z http://t.co/is7nTgZ0ZW #AFP [via @elisedepenoux]", =
"Sur le Management des organisations: Le TAYLORISME dans l’écosystème du MANAGEMENT CONTEMPORAIN  Avec la... http://t.co/SpCm1ekl53", =
"Livre de P. de Larminat, Changement climatique, identification et projection, Iste éditions http://t.co/8dqS94hf4R. + d'infos dans qqs jours", =
"certains médias ont laissé entendre que le SCRS et d'autres ministères et agences gouvernementales considèrent... http://t.co/nVjOz5p58E", =
"Le #Modem de #Puteaux propose de chauffer la ZAC des Bergères aux énergies renouvelables #environnement http://t.co/JlEFWLohts", =
"La majorité de #Puteaux rejette notre voeu #modem pour 25% d'énergies renouvelables sur un projet de ZAC http://t.co/DJZlnvt2ok", -
"#Biocarburants de 2e génération : première brique du démonstrateur #Syndièse via @Usinenouvelle http://t.co/S1bPw9Qqgd", =
"Le scandale des éoliennes: http://t.co/A5EcoqWNR9 via @YouTube", -
"Il était temps : Les banques s’invitent dans l’écosystème du  #crowdfunding http://t.co/MXhTKHY3wU via @LesEchos", +
"Les banques s’invitent dans l’écosystème du « #crowdfunding » http://t.co/QJaRK2X55W via @LesEchos", +
"L’intégration du genre dans la lutte et l’adaptation aux changements climatiques au #Québec http://t.co/iat7951lK8 #polqc", +
"Energie renouvelable pleine de promesses, la géothermie souffre pourtant d’un manque de visibilité… http://t.co/u9ziNS07H7", -
"Le #fromage est une espèce menacée, suivez-nous @LNFromagers et sauvons-le! ->http://t.co/f20C5aflii @courrierinter http://t.co/0FFTvQZrkz", -
"Gaz à effet de serre: #Canada ne pourra respecter son engagement VIA #LP http://t.co/H3Z52rvtSb #GES #Environnement #ChangementsClimatiques", -
"« Les #méduses sont un signe de mauvaise santé de l’écosystème » selon #PhilippeCury- http://t.co/geS4Be5YNb via @20minutes #surpêche", -
"Gaz à effet de serre: le Canada ne pourra respecter son engagement http://t.co/xYQBB8t77X", +
"Très fiers d'accueillir @tombaeyens founder d'#activiti et #jbpm figure de l'écosystème #bpm nous présenter #effektif et sa vision du marché", +
"L'AQPER lance son 3e concours de photo « L'énergie renouvel…  http://t.co/1GfuwCzvK7 via @CNWNouvelles", +
"Dossier @LesEchos #Innovation : de l'accompagnement à la recherche de #financement http://t.co/Z6TeI8XC6p #écosystème #aides", =
"Gaz à effet de serre: le Canada ne pourra respecter son engagement: OTTAWA – La commissaire à l’environnement ... http://t.co/JQXE6PeIe4", -
"Évaluation de stratégies d'adaptation de la ville au changement climatique : publication des résultats du projet Muscade  ...", =
"RT @CCI_Innovation: Un écosystème pour soutenir les entreprises innovantes en France (#innoweek) http://t.co/diThUX2dk7 via @innoweek", +
"Gaz à effet de serre: le Canada ne pourra respecter son engagement #polcan http://t.co/GoGYEXzGag http://t.co/vV5d1CV73W", -
"Exclusif : Sarkozy pourrait être la cause du réchauffement de la planète", =
"@ecobole Les banques s'invitent dans l'écosystème du « #crowdfunding » via @InoElee http://t.co/oECa2qCU7P", +
"«Les #méduses sont un signe de mauvaise santé de l'#écosystème http://t.co/4hFVeq9IHs", -
"Évaluation de stratégies d'adaptation de la ville au changement climatique : publication des résul... http://t.co/Tj65IDeYe9 #DevDurable", =
"RT @Charles__Cote Gaz à effet de serre: le Canada ne pourra respecter son engagement http://t.co/d9qD1CAp29 … via @lp_lapresse", -
"Nous vous invitons à découvrir les produits de Dehesa Maladua dont le célèbre chorizo et le saucisson pata negra... http://t.co/tkjw6THW7T", +
"@AndreGattolin Retour sur les Journées parlementaires écologistes et les élections sénatoriales http://t.co/ry00zd9uIQ", =
"Évaluation de stratégies d'adaptation de la ville au changement climatique : publication des résultats du proj... http://t.co/dbe1169hej", =
"Une cellule solaire capable de stocker son énergie ! - L'énergie d'avancer http://t.co/F1319Zjll8 #solaire", +
"La France va accueillir son plus gros parc #eolien terrestre http://t.co/maeUO8tLVf via @LesEchos  #energie #éoliennes #ENR", +
"Les banques s'invitent dans l'écosystème du « crowdfunding » via @CAROLoick http://t.co/AAdSlbPBP6", +
"Au @Radiojournal_RC 12h Réduction des gaz à effet de serre: le Canada va rater ses objectifs de Copenhague... http://t.co/n2RxADom62", -
"Stella, la première voiture familiale qui fonctionne à l’énergie solaire http://t.co/VP4fgvcizg", =
"Le gouvernement Harper signe la fin de l’énergie renouvelable. selon Madame Cornelissen #COM2006 #petrole #Quebec2014 @PierreBrison", +
"Les éoliennes tueuses de chauves-souris via @Le_Figaro http://t.co/sgdHZ99ZOo", -
"A découvrir sur le blog Ecoclicot : Tout savoir sur les panneaux solaires http://t.co/E52hToMZGe", +
"#Nucléaire, #gazdeschiste, #énergies renouvelables : les députés sont entrés dans le vif du sujet (abo) http://t.co/F0WeLiVq9q", =
"#PréComp M. Boucly : Il est légitime de vouloir protéger écosystème et principe de précaution répond à cette aspiration", +
"#PréComp M. Boucly : Il est légitime de vouloir protéger écosystème et principe de précaution répond à cette aspiration", +
